time,open,high,low,close,volume,atr,Tankan_sen,Kijun_sen,ssl_up,ssl_down,bull_ema,bear_ema,aroon_up,aroon_down,deadzone,trend_up,trend_down,e1,trend_up_color,trend_down_color
2026-08-20 15:06:00,415.3,415.66,414.78,414.895,107369,0.5607142857142955,414.985,414.055,415.18950000000007,414.4965,0.24836363636363198,0.1316666666666642,80.0,0.0,1.5789391942205484,0.0,3.6906658422572036,3.6385253681522727,lime,red
2026-08-20 15:07:00,414.89,415.63,414.72,415.4,94118,0.605000000000006,414.9875,414.065,415.3415,414.5915,0.252181818181814,0.1621363636363624,70.0,0.0,1.5968198022783417,0.0,0.030846412211076313,3.6577137973201843,green,orange
2026-08-20 15:08:00,415.555,415.59,415.26,415.56,40331,0.6135714285714309,415.05,414.255,415.4845,414.7255,0.2534999999999984,0.15600000000000006,60.0,0.0,1.5930616042555579,0.35996193226139894,-0.0,3.7224927779152495,green,orange
2026-08-20 15:09:00,415.43,415.44,414.64,414.93,94493,0.6657142857142893,415.11,414.28,415.6125,414.797,0.231848484848485,0.19377272727272707,50.0,0.0,1.6111709882130028,0.0,5.009746195943876,3.6489887450386504,lime,red
2026-08-20 15:10:00,414.89,415.33,414.71,414.805,51148,0.6957142857142904,415.345,414.28,414.863,415.70550000000003,0.1897727272727285,0.21818181818181784,40.0,0.0,1.617999278330873,0.0,5.534050328346893,3.5121312765218136,green,red
2026-08-20 15:11:00,414.84,415.04,414.6,414.99,45856,0.7021428571428601,415.32500000000005,414.425,414.90599999999995,415.6825,0.16203030303030466,0.21480303030302994,30.0,0.0,1.618099285547564,0.0,3.656122793004215,3.31798036223131,green,orange
2026-08-20 15:12:00,414.945,415.66,414.89,415.6499,47632,0.740000000000005,415.32500000000005,414.515,415.64750000000004,414.925,0.19215757575757705,0.18587878787878762,20.0,90.0,1.6304082926920898,1.266391632603927,-0.0,3.240284303241765,green,orange
2026-08-20 15:13:00,415.67,416.06,415.52,416.02,50543,0.7617857142857198,415.33000000000004,414.525,415.65,414.99300000000005,0.2291312121212112,0.15278787878787867,100.0,80.0,1.6340842097651693,3.0280152807932836,-0.0,3.235147543620087,green,red
2026-08-20 15:14:00,415.98,416.28,415.815,415.92,106257,0.7700000000000061,415.44,414.66999999999996,415.67299999999994,415.02049999999997,0.2328621212121191,0.12878787878787568,100.0,70.0,1.6349483676675167,0.9986205290249472,-0.0,3.1652496712930542,lime,red
2026-08-20 15:15:00,415.92,415.98,415.44,415.98,72642,0.7300000000000101,415.44,414.66999999999996,415.66700000000003,415.0375,0.2134260606060583,0.10084848484848012,90.0,60.0,1.6385788839908424,0.5459765436785347,-0.0,3.0182651984102904,lime,red
2026-08-20 15:16:00,415.95,416.28,415.5905,415.91,93973,0.6842500000000078,415.44,414.66999999999996,415.729,415.11855,0.1822442424242404,0.08163636363635761,80.0,50.0,1.6477045951509324,0.0,0.7482143456127233,2.850282676200436,lime,red
2026-08-20 15:17:00,415.911,416.4,415.81,416.35,90240,0.6410357142857167,415.5,414.73,415.80600000000004,415.22754999999995,0.188971515151513,0.06401515151514565,100.0,40.0,1.653057549199422,1.9078835541768058,-0.0,2.795467204626334,green,orange
2026-08-20 15:18:00,416.34,416.37,415.99,416.116,64940,0.6317500000000028,415.5,414.86,415.884,415.30055000000004,0.18095636363636136,0.06957575757575563,90.0,30.0,1.6505869737074275,0.0,0.8718446844954997,2.5786454492993016,lime,red
2026-08-20 15:19:00,416.08,416.45,416.0,416.31,69052,0.6088928571428563,415.525,414.92499999999995,415.98499999999996,415.43655,0.1790927272727267,0.064812121212122,100.0,20.0,1.650731103970353,0.03306162064120599,-0.0,2.4030820857982462,green,orange
2026-08-20 15:20:00,416.3,416.45,415.76,415.83,103312,0.5953214285714239,415.66999999999996,414.98,416.09700000000004,415.54155000000003,0.1574200000000007,0.10090303030303409,90.0,10.0,1.6597537929306492,0.0,4.097317332553416,2.1336869931570845,lime,red
2026-08-20 15:21:00,415.79,415.84,415.2,415.2,79558,0.5760357142857109,415.825,415.00874999999996,415.60155,416.17699999999996,0.12917757575757716,0.17251212121212559,80.0,0.0,1.6668362550013422,0.0,8.363599220861602,1.995715340826223,green,red
2026-08-20 15:22:00,415.22,415.26,414.9506,414.99,51279,0.5745642857142822,415.70029999999997,415.11,415.60761,416.137,0.09615030303030458,0.22360606060606325,70.0,0.0,1.6616156924513281,0.0,8.595431478424302,2.002039101445007,green,red
